"","ID_plot","Plotnummer","Flaeche","Rand","Zaun","Rueckegasse","keine.baeume","Flaeche.bedeckt","x","y","n_trees","n_species","n_ash","height_mean","height_median","height_max","height_min","n_ets_new","n_ets_old","n_ets_total"
"15754","61Ste",61,"Stegelitz",FALSE,FALSE,FALSE,FALSE,FALSE,830987.281895367,5904451.4768454,33,3,1,405.5,217,2645,65,0,0,0
"15871","4Gre",4,"Greifswald",FALSE,FALSE,FALSE,FALSE,FALSE,791201.733213862,6000223.5765813,3,2,0,253.7,261,380,120,0,0,0
"15874","17Gre",17,"Greifswald",FALSE,FALSE,FALSE,TRUE,FALSE,791196.79551213,6000215.22738363,0,0,0,NA,NA,NA,NA,0,0,0
"15875","24Gre",24,"Greifswald",FALSE,FALSE,FALSE,TRUE,FALSE,791191.857810397,6000206.87818597,0,0,0,NA,NA,NA,NA,0,0,0
"15876","37Gre",37,"Greifswald",FALSE,FALSE,FALSE,TRUE,FALSE,791186.920108664,6000198.52898831,0,0,0,NA,NA,NA,NA,0,0,0
"15877","44Gre",44,"Greifswald",FALSE,FALSE,FALSE,TRUE,FALSE,791181.982406931,6000190.17979065,0,0,0,NA,NA,NA,NA,0,0,0
"15878","56Gre",56,"Greifswald",FALSE,FALSE,FALSE,FALSE,FALSE,791177.044705198,6000181.83059299,3,1,0,193.3,166,254,160,0,0,0
"15881","65Gre",65,"Greifswald",FALSE,FALSE,FALSE,FALSE,FALSE,791172.107003466,6000173.48139532,9,1,0,123.7,121,144,98,0,0,0
"15890","71Gre",71,"Greifswald",FALSE,FALSE,FALSE,FALSE,FALSE,791208.522349704,6000139.79101727,1,1,0,161,161,161,161,0,0,0
"15891","72Gre",72,"Greifswald",FALSE,FALSE,FALSE,TRUE,FALSE,791200.25174011,6000144.85925335,0,0,0,NA,NA,NA,NA,0,0,0
"15892","73Gre",73,"Greifswald",FALSE,FALSE,FALSE,FALSE,FALSE,791191.981130515,6000149.92748943,2,1,2,209.5,209.5,240,179,0,0,0
"15894","74Gre",74,"Greifswald",FALSE,FALSE,FALSE,TRUE,FALSE,791183.710520921,6000154.99572551,0,0,0,NA,NA,NA,NA,0,0,0
"15895","75Gre",75,"Greifswald",FALSE,FALSE,FALSE,FALSE,FALSE,791175.439911327,6000160.06396158,11,2,0,94.1,98,124,47,0,0,0
"15906","76Gre",76,"Greifswald",FALSE,FALSE,FALSE,FALSE,FALSE,791167.169301733,6000165.13219766,1,1,0,118,118,118,118,0,0,0
"15907","77Gre",77,"Greifswald",FALSE,FALSE,FALSE,FALSE,FALSE,791158.898692139,6000170.20043374,15,2,13,82.7,80,134,30,0,0,0
"15922","78Gre",78,"Greifswald",FALSE,FALSE,FALSE,TRUE,FALSE,791150.628082544,6000175.26866982,0,0,0,NA,NA,NA,NA,0,0,0
"15923","79Gre",79,"Greifswald",FALSE,FALSE,FALSE,TRUE,FALSE,791142.35747295,6000180.33690589,0,0,0,NA,NA,NA,NA,0,0,0
"15924","80Gre",80,"Greifswald",FALSE,FALSE,FALSE,TRUE,FALSE,791134.086863356,6000185.40514197,0,0,0,NA,NA,NA,NA,0,0,0
"15925","81Gre",81,"Greifswald",FALSE,FALSE,FALSE,FALSE,FALSE,791129.149161623,6000177.05594431,6,2,1,93.8,83.5,159,62,0,0,0
"15931","82Gre",82,"Greifswald",FALSE,FALSE,FALSE,TRUE,FALSE,791137.419771217,6000171.98770823,0,0,0,NA,NA,NA,NA,0,0,0
"15932","83Gre",83,"Greifswald",FALSE,FALSE,FALSE,FALSE,FALSE,791145.690380812,6000166.91947216,11,1,0,89.5,86,133,71,0,0,0
"15943","84Gre",84,"Greifswald",FALSE,FALSE,FALSE,FALSE,FALSE,791153.960990406,6000161.85123608,8,2,5,76.1,80,110,46,0,0,0
"15951","85Gre",85,"Greifswald",FALSE,FALSE,FALSE,FALSE,FALSE,791162.2316,6000156.783,1,1,0,83,83,83,83,0,0,0
"15952","86Gre",86,"Greifswald",FALSE,FALSE,FALSE,FALSE,FALSE,791170.502209594,6000151.71476392,11,3,5,122.3,91,365,56,0,0,0
"15963","87Gre",87,"Greifswald",FALSE,FALSE,FALSE,FALSE,FALSE,791178.772819189,6000146.64652784,1,1,1,262,262,262,262,0,0,0
"15964","88Gre",88,"Greifswald",FALSE,FALSE,FALSE,FALSE,FALSE,791187.043428783,6000141.57829177,5,1,5,70.8,64,96,45,0,0,0
"15969","89Gre",89,"Greifswald",FALSE,FALSE,FALSE,TRUE,FALSE,791195.314038377,6000136.51005569,0,0,0,NA,NA,NA,NA,0,0,0
"15970","90Gre",90,"Greifswald",FALSE,FALSE,FALSE,FALSE,FALSE,791203.584647971,6000131.44181961,5,1,5,59.4,59,70,51,0,0,0
"15975","91Gre",91,"Greifswald",FALSE,FALSE,FALSE,TRUE,FALSE,791198.646946238,6000123.09262195,0,0,0,NA,NA,NA,NA,0,0,0
"15976","92Gre",92,"Greifswald",FALSE,FALSE,FALSE,TRUE,FALSE,791190.376336644,6000128.16085803,0,0,0,NA,NA,NA,NA,0,0,0
"15977","93Gre",93,"Greifswald",FALSE,FALSE,FALSE,TRUE,FALSE,791182.10572705,6000133.2290941,0,0,0,NA,NA,NA,NA,0,0,0
"15978","94Gre",94,"Greifswald",FALSE,FALSE,FALSE,TRUE,FALSE,791173.835117456,6000138.29733018,0,0,0,NA,NA,NA,NA,0,0,0
"15979","95Gre",95,"Greifswald",FALSE,FALSE,FALSE,FALSE,FALSE,791165.564507862,6000143.36556626,3,2,0,143,111,253,65,0,0,0
"15982","7Gre",7,"Greifswald",FALSE,FALSE,FALSE,FALSE,FALSE,791226.545042645,6000208.37187306,14,2,5,869.6,225,3051,66,5,5,5
"15996","14Gre",14,"Greifswald",FALSE,FALSE,FALSE,FALSE,TRUE,791221.607340912,6000200.0226754,1,1,0,414,414,414,414,0,0,0
"15997","27Gre",27,"Greifswald",FALSE,FALSE,FALSE,TRUE,FALSE,791216.669639179,6000191.67347774,0,0,0,NA,NA,NA,NA,0,0,0
"15998","34Gre",34,"Greifswald",FALSE,FALSE,FALSE,TRUE,TRUE,791211.731937447,6000183.32428008,0,0,0,NA,NA,NA,NA,0,0,0
"15999","47Gre",47,"Greifswald",FALSE,FALSE,FALSE,TRUE,TRUE,791206.794235714,6000174.97508241,0,0,0,NA,NA,NA,NA,0,0,0
"16000","53Gre",53,"Greifswald",FALSE,FALSE,FALSE,TRUE,FALSE,791201.856533981,6000166.62588475,0,0,0,NA,NA,NA,NA,0,0,0
"16001","68Gre",68,"Greifswald",FALSE,FALSE,FALSE,FALSE,FALSE,791196.918832248,6000158.27668709,1,1,0,146,146,146,146,0,0,0
"16002","52Gre",52,"Greifswald",FALSE,FALSE,FALSE,TRUE,TRUE,791210.127143575,6000161.55764867,0,0,0,NA,NA,NA,NA,0,0,0
"16003","48Gre",48,"Greifswald",FALSE,FALSE,FALSE,TRUE,FALSE,791215.064845308,6000169.90684634,0,0,0,NA,NA,NA,NA,0,0,0
"16004","33Gre",33,"Greifswald",FALSE,FALSE,FALSE,TRUE,TRUE,791220.002547041,6000178.256044,0,0,0,NA,NA,NA,NA,0,0,0
"16005","28Gre",28,"Greifswald",FALSE,FALSE,FALSE,TRUE,TRUE,791224.940248774,6000186.60524166,0,0,0,NA,NA,NA,NA,0,0,0
"16006","13Gre",13,"Greifswald",FALSE,FALSE,FALSE,TRUE,TRUE,791229.877950507,6000194.95443932,0,0,0,NA,NA,NA,NA,0,0,0
"16007","8Gre",8,"Greifswald",FALSE,FALSE,FALSE,TRUE,FALSE,791234.815652239,6000203.30363698,0,0,0,NA,NA,NA,NA,0,0,0
"16008","9Gre",9,"Greifswald",FALSE,FALSE,FALSE,FALSE,FALSE,791243.086261833,6000198.23540091,4,2,0,1109.2,697,2851,192,0,0,0
"16012","12Gre",12,"Greifswald",FALSE,FALSE,FALSE,TRUE,FALSE,791238.148560101,6000189.88620324,0,0,0,NA,NA,NA,NA,0,0,0
"16013","29Gre",29,"Greifswald",FALSE,FALSE,FALSE,FALSE,FALSE,791233.210858368,6000181.53700558,1,1,0,183,183,183,183,0,0,0
"16014","32Gre",32,"Greifswald",FALSE,FALSE,FALSE,TRUE,FALSE,791228.273156635,6000173.18780792,0,0,0,NA,NA,NA,NA,0,0,0
"16015","49Gre",49,"Greifswald",FALSE,FALSE,FALSE,TRUE,FALSE,791223.335454902,6000164.83861026,0,0,0,NA,NA,NA,NA,0,0,0
"16016","51Gre",51,"Greifswald",FALSE,FALSE,FALSE,TRUE,FALSE,791218.39775317,6000156.4894126,0,0,0,NA,NA,NA,NA,0,0,0
"16017","50Gre",50,"Greifswald",FALSE,FALSE,FALSE,FALSE,FALSE,791231.606064497,6000159.77037418,3,2,0,474.7,526,594,304,0,0,0
"16020","31Gre",31,"Greifswald",FALSE,FALSE,FALSE,TRUE,TRUE,791236.543766229,6000168.11957184,0,0,0,NA,NA,NA,NA,0,0,0
"16021","30Gre",30,"Greifswald",FALSE,FALSE,FALSE,FALSE,FALSE,791241.481467962,6000176.46876951,21,2,15,211.4,159,1141,70,7,7,7
"16042","11Gre",11,"Greifswald",FALSE,FALSE,FALSE,TRUE,TRUE,791246.419169695,6000184.81796717,0,0,0,NA,NA,NA,NA,0,0,0
"16043","10Gre",10,"Greifswald",FALSE,FALSE,FALSE,FALSE,FALSE,791251.356871428,6000193.16716483,11,2,0,311.3,192,1008,116,0,0,0
"16054","70Gre",70,"Greifswald",FALSE,FALSE,FALSE,TRUE,FALSE,791213.460051437,6000148.14021493,0,0,0,NA,NA,NA,NA,0,0,0
"16055","69Gre",69,"Greifswald",FALSE,FALSE,FALSE,FALSE,FALSE,791205.189441843,6000153.20845101,5,1,5,69,65,82,56,1,1,1
"16060","67Gre",67,"Greifswald",FALSE,FALSE,FALSE,TRUE,TRUE,791188.648222654,6000163.34492317,0,0,0,NA,NA,NA,NA,0,0,0
"16061","54Gre",54,"Greifswald",FALSE,FALSE,FALSE,TRUE,TRUE,791193.585924387,6000171.69412083,0,0,0,NA,NA,NA,NA,0,0,0
"16062","46Gre",46,"Greifswald",FALSE,FALSE,FALSE,TRUE,TRUE,791198.52362612,6000180.04331849,0,0,0,NA,NA,NA,NA,0,0,0
"16063","35Gre",35,"Greifswald",FALSE,FALSE,FALSE,FALSE,FALSE,791203.461327852,6000188.39251615,2,1,2,92,92,172,12,0,1,1
"16065","26Gre",26,"Greifswald",FALSE,FALSE,FALSE,FALSE,FALSE,791208.399029585,6000196.74171382,7,3,1,219.6,170,496,136,0,0,0
"16072","15Gre",15,"Greifswald",FALSE,FALSE,FALSE,FALSE,FALSE,791213.336731318,6000205.09091148,2,1,2,757.5,757.5,906,609,1,1,1
"16074","6Gre",6,"Greifswald",FALSE,FALSE,FALSE,FALSE,FALSE,791218.274433051,6000213.44010914,6,2,5,452.7,513.5,601,161,1,4,4
"16080","5Gre",5,"Greifswald",FALSE,FALSE,FALSE,FALSE,FALSE,791210.003823456,6000218.50834522,9,3,1,196,146,440,100,0,0,0
"16089","16Gre",16,"Greifswald",FALSE,FALSE,FALSE,FALSE,FALSE,791205.066121724,6000210.15914756,13,3,0,151.3,110,639,71,0,0,0
"16102","25Gre",25,"Greifswald",FALSE,FALSE,FALSE,TRUE,FALSE,791200.128419991,6000201.80994989,0,0,0,NA,NA,NA,NA,0,0,0
"16103","36Gre",36,"Greifswald",FALSE,FALSE,FALSE,TRUE,FALSE,791195.190718258,6000193.46075223,0,0,0,NA,NA,NA,NA,0,0,0
"16104","66Gre",66,"Greifswald",FALSE,FALSE,FALSE,TRUE,FALSE,791180.37761306,6000168.41315925,0,0,0,NA,NA,NA,NA,0,0,0
"16105","1Gre",1,"Greifswald",FALSE,FALSE,FALSE,FALSE,FALSE,791176.92138508,6000238.78128953,2,2,1,232.5,232.5,275,190,0,1,1
"16107","2Gre",2,"Greifswald",FALSE,FALSE,FALSE,TRUE,TRUE,791185.191994674,6000233.71305345,0,0,0,NA,NA,NA,NA,0,0,0
"16108","3Gre",3,"Greifswald",FALSE,FALSE,FALSE,TRUE,FALSE,791193.462604268,6000228.64481737,0,0,0,NA,NA,NA,NA,0,0,0
"16109","18Gre",18,"Greifswald",FALSE,FALSE,FALSE,TRUE,FALSE,791188.524902535,6000220.29561971,0,0,0,NA,NA,NA,NA,0,0,0
"16110","19Gre",19,"Greifswald",FALSE,FALSE,FALSE,TRUE,FALSE,791180.254292941,6000225.36385579,0,0,0,NA,NA,NA,NA,0,0,0
"16111","20Gre",20,"Greifswald",FALSE,FALSE,FALSE,FALSE,FALSE,791171.983683347,6000230.43209187,2,1,0,237,237,281,193,0,0,0
"16113","21Gre",21,"Greifswald",FALSE,FALSE,FALSE,FALSE,FALSE,791167.045981614,6000222.08289421,3,2,1,689.3,519,1121,428,0,0,0
"16116","22Gre",22,"Greifswald",FALSE,FALSE,FALSE,TRUE,FALSE,791175.316591208,6000217.01465813,0,0,0,NA,NA,NA,NA,0,0,0
"16117","23Gre",23,"Greifswald",FALSE,FALSE,FALSE,TRUE,FALSE,791183.587200803,6000211.94642205,0,0,0,NA,NA,NA,NA,0,0,0
"16118","38Gre",38,"Greifswald",FALSE,FALSE,FALSE,TRUE,FALSE,791178.64949907,6000203.59722439,0,0,0,NA,NA,NA,NA,0,0,0
"16119","39Gre",39,"Greifswald",FALSE,FALSE,FALSE,TRUE,FALSE,791170.378889475,6000208.66546046,0,0,0,NA,NA,NA,NA,0,0,0
"16120","40Gre",40,"Greifswald",FALSE,FALSE,FALSE,TRUE,FALSE,791162.108279881,6000213.73369654,0,0,0,NA,NA,NA,NA,0,0,0
"16121","41Gre",41,"Greifswald",FALSE,FALSE,FALSE,FALSE,FALSE,791157.170578148,6000205.38449888,2,2,1,275.5,275.5,355,196,0,0,0
"16123","60Gre",60,"Greifswald",FALSE,FALSE,FALSE,TRUE,TRUE,791143.962266821,6000202.1035373,0,0,0,NA,NA,NA,NA,0,0,0
"16124","42Gre",42,"Greifswald",FALSE,FALSE,FALSE,TRUE,FALSE,791165.441187743,6000200.3162628,0,0,0,NA,NA,NA,NA,0,0,0
"16125","43Gre",43,"Greifswald",FALSE,FALSE,FALSE,TRUE,FALSE,791173.711797337,6000195.24802673,0,0,0,NA,NA,NA,NA,0,0,0
"16126","57Gre",57,"Greifswald",FALSE,FALSE,FALSE,TRUE,FALSE,791168.774095604,6000186.89882906,0,0,0,NA,NA,NA,NA,0,0,0
"16127","58Gre",58,"Greifswald",FALSE,FALSE,FALSE,TRUE,FALSE,791160.50348601,6000191.96706514,0,0,0,NA,NA,NA,NA,0,0,0
"16128","59Gre",59,"Greifswald",FALSE,FALSE,FALSE,FALSE,FALSE,791152.232876416,6000197.03530122,3,3,1,578,333,1138,263,0,0,0
"16131","61Gre",61,"Greifswald",FALSE,FALSE,FALSE,TRUE,FALSE,791139.024565089,6000193.75433963,0,0,0,NA,NA,NA,NA,0,0,0
"16132","62Gre",62,"Greifswald",FALSE,FALSE,FALSE,FALSE,FALSE,791147.295174683,6000188.68610356,1,1,0,121,121,121,121,0,0,0
"16133","63Gre",63,"Greifswald",FALSE,FALSE,FALSE,TRUE,FALSE,791155.565784277,6000183.61786748,0,0,0,NA,NA,NA,NA,0,0,0
"16134","64Gre",64,"Greifswald",FALSE,FALSE,FALSE,FALSE,FALSE,791163.836393871,6000178.5496314,1,1,0,69,69,69,69,0,0,0
"16135","100Gre",100,"Greifswald",FALSE,FALSE,FALSE,FALSE,FALSE,791124.21145989,6000168.70674665,1,1,1,330,330,330,330,0,0,0
"16136","99Gre",99,"Greifswald",FALSE,FALSE,FALSE,TRUE,TRUE,791132.482069485,6000163.63851057,0,0,0,NA,NA,NA,NA,0,0,0
"16137","98Gre",98,"Greifswald",FALSE,FALSE,FALSE,TRUE,FALSE,791140.752679079,6000158.57027449,0,0,0,NA,NA,NA,NA,0,0,0
"16138","97Gre",97,"Greifswald",FALSE,FALSE,FALSE,FALSE,FALSE,791149.023288673,6000153.50203842,7,2,5,98,101,124,61,0,0,0
"16145","96Gre",96,"Greifswald",FALSE,FALSE,FALSE,FALSE,FALSE,791157.293898267,6000148.43380234,1,1,1,49,49,49,49,0,0,0
